,Unnamed: 0,SCH_DEP_DATE,BKD_WT_sum,BKD_VOL_sum,CHG_WT_BU_sum,AC_CGO_WT_BU,AC_CGO_VOL_BU,CMRCL_CGO_WT_BU,CMRCL_CGO_VOL_BU,NOOP_CAN_IND,EST_CGO_PLOD_WT_BU,EST_CGO_PLOD_VOL_BU,ORG_AIRPORT_CODE,ORG_AIRPORT_NAME,ORG_CNTRY_NAME,ORG_REGION_NAME,DST_AIRPORT_CODE,DST_AIRPORT_NAME,DST_CNTRY_NAME,DST_REGION_NAME,org_hday_flg,dst_hday_flg,EST_CHG_WT,SCH_DEP_DAY,SCH_DEP_MONTH,SCH_DEP_YEAR,Flight_No,ISO_CODE,org,dst,INHOUSE_AC_TYP,OPN_MODE,SVC_TYP,CHG_WT_BU_PREDICT
1174,1174,2018-06-10,8536.9,37.563995,8576.64,3000.0,30.0,10000.0,60.0,0.0,3644.76,78.771018,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,3797.085519515183,10,6,2018,1,2,6,4,14,3,5,
8663,8663,2020-02-14,6759.18,51.165769,9569.0,10000.0,90.0,27385.37,94.752455,0.0,27385.37,94.752455,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,34671.98440693712,14,2,2020,1,17,15,5,15,3,5,
4657,4657,2019-01-11,25321.0,77.99,25321.0,20000.0,100.0,40000.0,6100.0,0.0,26678.0,104.044491,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,27234.913317270973,11,1,2019,1,9,13,5,18,3,5,
6995,6995,2019-09-02,1711.0,4.838296,1711.0,20000.0,100.0,20000.0,100.0,0.0,27817.31,102.477485,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,28478.02539276722,2,9,2019,1,14,4,5,16,3,5,
7847,7847,2019-02-03,2464.0,9.209443,2464.0,20000.0,100.0,20000.0,100.0,0.0,39969.86,118.177964,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,40919.22216869104,3,2,2019,1,14,4,5,16,3,5,
2855,2855,2019-08-18,6035.9,36.078322,7200.5,8000.0,40.0,8000.0,45.0,0.0,18758.37,57.292216,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,21286.206188857,18,8,2019,1,6,12,5,2,3,5,
6290,6290,2019-05-27,685.0,2.425802,704.0,20000.0,100.0,19149.59,77.61006,0.0,19149.59,77.61006,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,21697.415598019907,27,5,2019,1,2,6,16,18,3,5,
5159,5159,2021-06-21,15036.76,64.868527,18414.0,20000.0,100.0,27000.0,125.0,0.0,26645.26,94.278743,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,27278.136918231296,21,6,2021,1,14,4,5,15,3,5,
198,198,2020-09-17,27170.55,106.558562,28598.793,20000.0,100.0,49165.54,110.0,0.0,49165.54,127.841557,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,55195.803081275255,17,9,2020,1,2,6,10,18,3,5,
5118,5118,2018-11-26,84735.43,413.979032,94782.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,1,0,0.0,26,11,2018,1,0,6,1,0,0,0,
5972,5972,2021-08-21,12250.0,48.0,12250.0,20000.0,100.0,30000.0,120.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,0.0,21,8,2021,1,2,6,10,15,3,5,
1097,1097,2021-05-31,4784.0,26.924294,4784.0,20000.0,100.0,30000.0,150.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,31,5,2021,1,10,10,5,18,3,4,
548,548,2019-05-17,10392.0,44.62,11924.0,20000.0,100.0,40000.0,200.0,0.0,33827.71,114.371257,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,34533.876211551855,17,5,2019,1,9,13,5,18,3,5,
7547,7547,2018-08-20,2690.0,14.77,2695.0,20000.0,120.0,20000.0,120.0,0.0,22781.22,93.030419,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,23322.3184282814,20,8,2018,1,14,4,5,16,3,5,
2885,2885,2019-05-13,11449.45,56.271448,11509.5,17000.0,90.0,28253.08,110.796886,0.0,28253.08,110.796886,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,29433.861475022783,13,5,2019,1,2,6,4,14,3,5,
3206,3206,2021-06-02,12256.56,64.011967,12437.5,20000.0,100.0,30000.0,150.0,0.0,28093.33,94.836886,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,28760.60140636852,2,6,2021,1,14,4,5,15,3,5,
2574,2574,2019-03-08,21691.4,89.557598,24520.2,20000.0,100.0,36000.0,160.0,0.0,26433.64,95.135569,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,1,28002.71453008813,8,3,2019,1,16,9,5,18,3,5,
2314,2314,2021-03-23,19042.0,84.0816,19490.5,40000.0,220.0,40000.0,220.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HAN,Noi Bai Intl,VIETNAM,FAR EAST,0,0,17736.660114433766,23,3,2021,1,2,6,7,13,3,4,
5310,5310,2019-08-18,5323.0,32.33418,5977.8,15000.0,60.0,21761.01,75.0,0.0,21761.01,85.381557,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,24430.04638634421,18,8,2019,1,2,6,10,4,3,5,
6634,6634,2019-02-05,8620.02,48.833393,9595.75,15000.0,60.0,32482.93,94.789162,0.0,32482.93,94.789162,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,36467.03377574717,5,2,2019,1,2,6,10,4,3,5,
4731,4731,2020-02-16,5902.5,36.270272,6243.9,10000.0,60.0,15112.68,71.55497,0.0,15112.68,71.55497,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,15744.28450407344,16,2,2020,1,2,6,4,14,3,5,
2455,2455,2018-01-13,166.0,0.856299,175.5,8000.0,40.0,8500.0,60.0,0.0,41206.73,74.871138,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,46759.65721694153,13,1,2018,1,6,12,5,2,3,5,
6751,6751,2019-02-03,8371.0,68.394796,12894.0,17000.0,90.0,20000.0,100.0,0.0,34122.32,105.758982,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,36147.78691335423,3,2,2019,1,16,9,5,14,3,5,
8299,8299,2019-07-01,12721.97,58.974108,14397.86,15000.0,60.0,22651.21,65.0,0.0,22651.21,83.835329,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,25429.431400786256,1,7,2019,1,2,6,10,7,3,5,
616,616,2019-01-13,6486.0,22.640396,6486.0,20000.0,100.0,21983.5,85.843054,0.0,21983.5,85.843054,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,24908.37327582839,13,1,2019,1,2,6,16,18,3,5,
8132,8132,2021-09-07,1000.0,3.0,1000.0,20000.0,100.0,30000.0,120.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,0.0,7,9,2021,1,2,6,10,15,3,5,
937,937,2018-04-05,15016.0,50.60004,15301.0,15000.0,60.0,25000.0,2560.0,0.0,23061.62,82.006287,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,23543.04002008556,5,4,2018,1,9,13,5,12,3,5,
622,622,2019-08-08,10888.31,57.620638,11220.51,17000.0,90.0,9185.43,66.080419,0.0,9185.43,66.080419,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,9569.316839385954,8,8,2019,1,2,6,4,14,3,5,
6659,6659,2020-07-28,124.0,0.049135,124.0,20000.0,100.0,30000.0,150.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,28,7,2020,1,10,10,5,18,3,4,
7234,7234,2018-01-04,1250.7,5.321514,1251.5,15000.0,60.0,15000.0,60.0,0.0,20195.97,69.673892,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,22917.533965049755,4,1,2018,1,6,12,5,4,3,5,
4638,4638,2021-07-20,22576.0,40.941116,22896.0,20000.0,100.0,25000.0,100.0,0.0,49123.59,120.208862,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,52039.51735224858,20,7,2021,1,16,9,5,18,3,5,
8157,8157,2020-09-14,82511.22,442.779196,92510.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,0.0,14,9,2020,1,0,6,1,0,0,0,
7292,7292,2019-11-23,7000.23,60.444238,10615.76,15000.0,60.0,34398.55,96.553353,0.0,34398.55,96.553353,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,38617.60883906494,23,11,2019,1,2,6,10,4,3,5,
5819,5819,2020-01-15,13718.9,73.814508,15279.2,20000.0,100.0,30000.0,150.0,0.0,22804.25,91.884311,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,24157.887556264,15,1,2020,1,16,9,5,18,3,5,
3813,3813,2021-06-17,2394.83,13.590438,2420.0,40000.0,220.0,40000.0,220.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,17,6,2021,1,10,10,5,13,3,4,
4738,4738,2021-05-07,20507.0,104.9,21165.5,20000.0,100.0,57851.49,223.37,0.0,47851.49,123.372455,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,48850.407911097485,7,5,2021,1,9,13,5,18,3,5,
8485,8485,2021-02-22,325.8,1.782512,342.5,20000.0,100.0,20000.0,100.0,0.0,41964.7,112.070898,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,47548.04339655449,22,2,2021,1,2,6,16,18,3,5,
2201,2201,2019-01-23,782.4,3.538867,798.0,20000.0,100.0,29334.0,97.856287,0.0,29334.0,97.856287,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,33236.84680206291,23,1,2019,1,2,6,16,15,3,5,
1160,1160,2018-07-28,17097.0,77.93885,17390.0,17000.0,90.0,25000.0,100.0,0.0,15724.34,77.611976,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,16657.721153577262,28,7,2018,1,16,9,5,14,3,5,
8206,8206,2019-09-10,1345.55,7.36923,1583.0,10000.0,90.0,24841.86,94.946108,0.0,24841.86,94.946108,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,31451.705146189917,10,9,2019,1,17,15,5,15,3,5,
8677,8677,2021-05-18,12115.54,70.570787,15164.57,17000.0,90.0,17000.0,90.0,0.0,17356.98,92.83988,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,18082.3805738964,18,5,2021,1,2,6,4,14,3,5,
4985,4985,2018-09-18,20633.5,68.30144,20822.1,15000.0,60.0,33688.9,85.975449,0.0,33688.9,85.975449,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,37820.918684606615,18,9,2018,1,2,6,10,4,3,5,
8242,8242,2019-10-29,5915.2,46.499035,7935.5,8000.0,40.0,11800.0,60.0,0.0,25242.26,68.15982,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,28643.85077342741,29,10,2019,1,6,12,5,3,3,5,
478,478,2021-09-23,903.0,4.0,903.0,20000.0,100.0,30000.0,120.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,0.0,23,9,2021,1,2,6,10,15,3,5,
1352,1352,2021-09-13,500.0,3.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",AKL,International,NEW ZEALAND,ANZ,0,0,0.0,13,9,2021,1,0,6,1,0,0,0,
2818,2818,2020-01-31,15740.1,83.222572,16500.7,20000.0,100.0,24000.0,100.0,0.0,28548.64,101.040599,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,30243.258822555475,31,1,2020,1,16,9,5,18,3,5,
8345,8345,2018-08-01,6126.4,35.184372,7719.8,15000.0,60.0,20661.12,74.78,0.0,20661.12,74.78,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,23195.252425959272,1,8,2018,1,2,6,10,4,3,5,
6967,6967,2018-10-06,9030.77,46.792288,10177.27,10000.0,90.0,16549.72,124.3,0.0,12536.72,75.302036,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,15872.451617565754,6,10,2018,1,17,15,5,15,3,5,
8857,8857,2019-12-23,12565.0,58.02264,12828.0,13000.0,60.0,12565.0,58.02,0.0,24491.66,75.422275,ADD,Bole Intl,ETHIOPIA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,25134.851066494517,23,12,2019,1,5,1,5,11,3,5,
7391,7391,2019-07-04,6862.38,35.905211,7859.9,10000.0,90.0,15000.0,107.0,0.0,2520.78,65.163772,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,3191.501332767056,4,7,2019,1,17,15,5,15,3,5,
1033,1033,2020-03-01,3032.0,14.128696,3074.5,20000.0,100.0,24213.42,96.724491,0.0,24213.42,96.724491,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,27434.9809468196,1,3,2020,1,2,6,16,16,3,5,
4322,4322,2020-09-16,8058.4,45.466496,8526.0,45000.0,250.0,45000.0,250.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,17426.859792857485,16,9,2020,1,10,10,5,19,3,4,
6523,6523,2020-10-15,26583.0,108.8,27107.0,20000.0,100.0,542000.0,999.0,0.0,49431.75,134.560539,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,50463.65643492801,15,10,2020,1,9,13,5,18,3,5,
2650,2650,2021-07-15,10725.0,61.811275,10948.0,20000.0,100.0,20000.0,100.0,0.0,17000.0,65.0,MEX,Benito Juarez Intl,MEXICO,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17426.859792857485,15,7,2021,1,10,10,5,18,3,4,
7640,7640,2018-08-10,6905.2,57.0611,10331.0,10000.0,90.0,13353.28,105.79,0.0,8353.28,77.790419,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,10575.894863088564,10,8,2018,1,17,15,5,15,3,5,
3065,3065,2019-12-17,12082.0,58.02,12565.0,20000.0,100.0,37546.31,200.0,0.0,37546.31,120.871856,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,38330.10338981124,17,12,2019,1,9,13,5,18,3,5,
2860,2860,2018-09-24,19949.6,48.688538,20553.6,17000.0,90.0,22000.0,90.0,0.0,15891.57,77.850299,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,16834.877759737694,24,9,2018,1,16,9,5,14,3,5,
4453,4453,2018-07-12,178.0,1.02394,178.0,20000.0,120.0,18889.57,84.622754,0.0,18889.57,84.622754,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,21402.80030840811,12,7,2018,1,2,6,16,16,3,5,
8064,8064,2019-06-17,7274.82,34.160558,7478.8,17000.0,90.0,1895.46,70.332096,0.0,1895.46,70.332096,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,1974.6769934975823,17,6,2019,1,2,6,4,14,3,5,
8875,8875,2018-04-29,12416.21,52.276384,13239.01,11000.0,70.0,23012.18,76.569102,0.0,23012.18,76.569102,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,25834.675175963912,29,4,2018,1,2,6,10,7,3,5,
1425,1425,2018-03-19,8767.62,50.86708,9012.24,3000.0,30.0,6000.0,40.0,0.0,107.24,69.085269,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,111.7218832276496,19,3,2018,1,2,6,4,14,3,5,
4247,4247,2018-11-07,14451.02,66.745343,17171.28,15000.0,60.0,35909.85,101.110299,0.0,35909.85,101.110299,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,40314.27315306883,7,11,2018,1,2,6,10,4,3,5,
1871,1871,2018-05-09,16398.1,59.493066,17182.09,17000.0,90.0,16500.0,90.0,0.0,16092.54,81.182036,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,17047.77713867725,9,5,2018,1,16,9,5,14,3,5,
8662,8662,2019-10-17,5128.7,35.086972,7580.34,10000.0,90.0,10139.99,64.408802,0.0,10139.99,64.408802,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,12838.007124479176,17,10,2019,1,17,15,5,15,3,5,
8593,8593,2018-04-11,2833.4,20.424739,3985.5,7000.0,90.0,22642.18,96.36976,0.0,22642.18,96.36976,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,28666.741106622383,11,4,2018,1,17,15,5,15,3,5,
5335,5335,2018-04-29,3953.0,45.516,7586.0,15000.0,60.0,15000.0,60.0,0.0,32413.37,85.644671,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,36781.323595584894,29,4,2018,1,6,12,5,4,3,5,
527,527,2019-03-06,18453.4,67.915401,18868.08,15000.0,60.0,47733.59,111.197725,0.0,47733.59,111.197725,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,1,1,53588.2212216591,6,3,2019,1,2,6,10,4,3,5,
8324,8324,2020-08-12,15365.59,64.89644,16695.176,20000.0,100.0,30000.0,140.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",HKG,International,HONGKONG,FAR EAST,0,0,19783.444080212623,12,8,2020,1,2,6,8,16,3,4,
5981,5981,2020-03-14,16437.0,57.023579,16883.0,20000.0,100.0,42547.23,122.47018,0.0,42547.23,122.47018,NBO,Jomo Kenyatta Intl,KENYA,AFRICA,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,43435.41948196983,14,3,2020,1,9,13,5,18,3,5,
3656,3656,2019-06-09,11602.75,44.851735,11942.7,11800.0,50.0,18446.43,51.0,0.0,18446.43,63.17024,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,20708.925760451897,9,6,2019,1,2,6,10,2,3,5,
220,220,2019-09-22,2586.0,11.308504,2586.0,17000.0,90.0,17000.0,90.0,0.0,40176.22,112.147006,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,41130.4836213639,22,9,2019,1,14,4,5,14,3,5,
8214,8214,2021-01-09,10991.61,64.868734,13092.798,20000.0,100.0,47924.5,122.267305,0.0,47924.5,122.267305,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,1,0,53802.54675873744,9,1,2021,1,2,6,10,18,3,5,
3428,3428,2018-08-08,2886.0,15.355736,3275.5,21000.0,120.0,21000.0,120.0,0.0,22086.69,91.02982,DME,Domodedovo,RUSSIAN FEDERATION,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,22611.291985536263,8,8,2018,1,14,4,5,18,3,5,
3590,3590,2019-06-13,19208.0,79.151692,19518.0,20000.0,100.0,25000.0,105.0,0.0,24906.66,99.502695,LIS,Airport,PORTUGAL,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",1,0,26385.09451887689,13,6,2019,1,16,9,5,18,3,5,
7496,7496,2019-10-03,1048.0,6.741444,1104.0,13000.0,60.0,14759.27,57.15988,0.0,14759.27,57.15988,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,1,0,16722.969792741635,3,10,2019,1,2,6,16,11,3,5,
3794,3794,2021-05-03,3046.2,26.212052,4385.0,20000.0,100.0,20000.0,100.0,0.0,42442.69,116.833054,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,48089.62928333836,3,5,2021,1,2,6,16,16,3,5,
2611,2611,2019-08-31,6405.9,39.267658,7250.72,8000.0,40.0,8000.0,40.0,0.0,26797.12,67.36,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,1,30408.24024622309,31,8,2019,1,6,12,5,3,3,5,
4722,4722,2019-06-07,7447.17,36.27739,8133.39,10000.0,90.0,12482.53,163.88,0.0,2482.53,63.875689,PHX,Metropolitan Area,UNITED STATES OF AMERICA,AMERICAS,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,3143.0738912694483,7,6,2019,1,17,15,5,15,3,5,
4896,4896,2018-12-19,16183.6,71.87325,17106.35,15000.0,60.0,32028.57,72.0,0.0,32028.57,90.657143,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,35956.94550888366,19,12,2018,1,2,6,10,9,3,5,
2716,2716,2020-06-04,16336.42,65.018661,16707.45,10000.0,60.0,32989.07,80.0,0.0,32989.07,99.835329,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",BOM,Chhatrapati Shivaji,INDIA,WEST ASIA & INDIAN OCEAN,0,0,34367.78278933942,4,6,2020,1,2,6,4,14,3,5,
5612,5612,2020-07-31,929.8,4.508594,1039.0,20000.0,100.0,17000.0,65.0,0.0,17000.0,65.0,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",TRV,International,INDIA,WEST ASIA & INDIAN OCEAN,0,0,19261.82571879285,31,7,2020,1,2,6,16,18,3,5,
4829,4829,2020-01-07,5770.6,22.694569,5896.0,8000.0,40.0,8000.0,40.0,0.0,23702.47,59.628144,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,26896.56210028896,7,1,2020,1,6,12,5,2,3,5,
2391,2391,2019-11-09,3314.6,24.966191,4420.9,15000.0,60.0,30528.5,92.591557,0.0,30528.5,92.591557,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",ICN,Incheon International,SOUTH KOREA,FAR EAST,0,0,34272.88857941378,9,11,2019,1,2,6,10,4,3,5,
6366,6366,2019-06-27,6991.2,32.417851,7469.5,8000.0,40.0,8000.0,40.0,0.0,34595.02,81.454371,MUC,International,GERMANY,EUROPE,DWC,Al Maktoum Intl,UAE,"GCC, MIDDLE EAST & IRAN",0,0,39256.96789367262,27,6,2019,1,6,12,5,3,3,5,
